#,Fix,print,output,for,fix,extra
4143.075124,57.10648,0.145474798540976
4143.075124,57.10648,0.145474798305828
4143.075124,57.10648,0.145474797598256
4143.13727059296,57.10648,0.145472614317591
4143.13727059296,57.10648,-11.1833683839196
4143.13727059296,57.10648,-11.1833425845281
4143.13727059296,57.10648,-11.183291001508
4143.13727059296,57.10648,-11.1832136696735
4143.13727059296,57.10648,-11.183110641187
4143.13727059296,57.10648,-11.1829819854726
4143.13727059296,57.10648,-11.1828277891576
4143.13727059296,57.10648,-11.1826481559278
4143.13727059296,57.10648,-11.1824432064075
4143.13727059296,57.10648,-11.1822130780055
4143.13727059296,57.10648,-11.1819579247279
4143.13727059296,57.10648,-11.1816779169551
4143.13727059296,57.10648,-11.181373241245
4143.13727059296,57.10648,-11.1810441001013
4143.13727059296,57.10648,-11.1806907116658
4143.13727059296,57.10648,-11.1803133094573
4143.13727059296,57.10648,-11.1799121420552
4143.13727059296,57.10648,-11.1794874728018
4143.13727059296,57.10648,-11.1790395794316
4143.13727059296,57.10648,-11.1785687537107
4143.13727059296,57.10648,-11.1780753010744
4143.13727059296,57.10648,-11.1775595402307
4143.13727059296,57.10648,-11.1770218027291
4143.13727059296,57.10648,-11.1764624325425
4143.13727059296,57.10648,-11.175881785643
4143.13727059296,57.10648,-11.17528022953
4143.13727059296,57.10648,-11.1746581427572
4143.13727059296,57.10648,-11.1740159144358
4143.13727059296,57.10648,-11.1733539437946
4143.13727059296,57.10648,-11.1726726396147
4143.13727059296,57.10648,-11.1719724197335
4143.13727059296,57.10648,-11.1712537105368
4143.13727059296,57.10648,-11.1705169463991
4143.13727059296,57.10648,-11.1697625691584
4143.13727059296,57.10648,-11.1689910275616
4143.13727059296,57.10648,-11.1682027767084
4143.13727059296,57.10648,-11.1673982774953
4143.13727059296,57.10648,-11.1665779960347
4143.13727059296,57.10648,-11.1657424031192
4143.96598091535,57.10648,-11.1626592184983
4143.96598091535,57.10648,-162.27297367959
4143.96598091535,57.10648,-162.271749608833
4143.96598091535,57.10648,-162.270167889574
4143.96598091535,57.10648,-162.268229476208
4143.96598091535,57.10648,-162.265935556771
4143.96598091535,57.10648,-162.263287551449
