LAMMPS (29 Sep 2021 - Update 1)
KOKKOS mode is enabled (../kokkos.cpp:97)
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0.0000000 0.0000000 0.0000000) to (4143.0751 57.106480 57.106480)
  64 by 1 by 1 MPI processor grid
  reading atoms ...
  360800 atoms
  read_data CPU = 5.052 seconds
800 atoms in group source
800 atoms in group detector
400 atoms in group edge
400 atoms in group edge_buf
120000 atoms in group buffer
WARNING: Using 'neigh_modify every 1 delay 0 check yes' setting during minimization (../min.cpp:188)
Neighbor list info ...
  update every 1 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.6
  ghost atom cutoff = 7.6
  binsize = 7.6, bins = 546 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy/kk, perpetual
      attributes: full, newton off, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Fixes cannot yet send exchange data in Kokkos communication, switching to classic exchange/border communication (../comm_kokkos.cpp:581)
Per MPI rank memory allocation (min/avg/max) = 2.376 | 4.616 | 9.668 Mbytes
Time Step Lx Pxx Pxy Pxz Ly Lz Pyy Pzz Pyz 
        0.15      150    4143.0751   0.33676956 -5.9929424e-13 -1.4031887e-12     57.10648     57.10648   -97.961848   -97.961848 1.8932678e-13 
       0.151      151    4143.0751    0.3357945 -5.0113476e-13 -1.2073854e-12     57.10648     57.10648   -97.962427   -97.962427 4.6382399e-14 
       0.152      152    4143.0751   0.33487207 -3.3082877e-13 -7.975386e-13     57.10648     57.10648   -97.962975   -97.962975 5.4601458e-14 
       0.153      153    4143.0751   0.33390912 -6.7587607e-14 -5.5840484e-13     57.10648     57.10648    -97.96355    -97.96355 4.9802249e-14 
       0.154      154    4143.0751    0.3329339 -2.9661754e-13 -7.0077096e-13     57.10648     57.10648   -97.964133   -97.964133 2.1183229e-13 
       0.155      155    4143.0751   0.33201108 -7.1176986e-13 -1.2014893e-12     57.10648     57.10648   -97.964683   -97.964683 1.8986527e-13 
       0.156      156    4143.0751   0.33106944 -2.3085489e-13 -1.1951928e-12     57.10648     57.10648   -97.965242   -97.965242 2.1174217e-13 
       0.157      157    4143.0751   0.33011982 7.1429458e-15 -1.5687467e-12     57.10648     57.10648   -97.965807   -97.965807 4.0120965e-13 
       0.158      158    4143.0751   0.32918452 2.1727925e-13 -1.8873836e-12     57.10648     57.10648   -97.966366   -97.966366 4.3632218e-13 
       0.159      159    4143.0751   0.32824045 -3.0374335e-13 -1.5375131e-12     57.10648     57.10648    -97.96693    -97.96693 2.4587021e-13 
        0.16      160    4143.0751      0.32729 -2.2460638e-13 -1.8292338e-12     57.10648     57.10648   -97.967496   -97.967496 2.8450691e-13 
       0.161      161    4143.0751   0.32638199  4.90206e-14 -1.4734427e-12     57.10648     57.10648   -97.968035   -97.968035 1.8176799e-13 
       0.162      162    4143.0751   0.32544905 2.5470425e-13 -9.1040715e-13     57.10648     57.10648    -97.96859    -97.96859 1.052758e-13 
       0.163      163    4143.0751   0.32449001 1.7386145e-13 -7.415659e-13     57.10648     57.10648   -97.969164   -97.969164 -2.6076933e-14 
       0.164      164    4143.0751    0.3235768 -2.5208661e-13 -8.0892175e-13     57.10648     57.10648   -97.969709   -97.969709 2.2057955e-13 
       0.165      165    4143.0751   0.32263718 -5.0399391e-13 -8.1559082e-13     57.10648     57.10648   -97.970268   -97.970268 8.1110668e-14 
       0.166      166    4143.0751   0.32171312 -3.3554866e-13 -8.2665866e-13     57.10648     57.10648   -97.970817   -97.970817 2.1826876e-13 
       0.167      167    4143.0751   0.32080282 -2.4034777e-13 -8.3438528e-13     57.10648     57.10648   -97.971359   -97.971359 9.6550187e-14 
       0.168      168    4143.0751   0.31985013 -1.064119e-13 -5.2548151e-13     57.10648     57.10648   -97.971929   -97.971929 2.0217126e-13 
       0.169      169    4143.0751   0.31892197 -5.383383e-13 -2.8515143e-13     57.10648     57.10648   -97.972483   -97.972483 6.3078247e-14 
        0.17      170    4143.0751   0.31801239 -4.4849072e-13 -1.7610715e-13     57.10648     57.10648   -97.973024   -97.973024 4.1046366e-14 
       0.171      171    4143.0751    0.3170868 2.5653244e-14 -2.3614755e-13     57.10648     57.10648   -97.973573   -97.973573 5.4388922e-14 
       0.172      172    4143.0751   0.31615765 -3.0078389e-13 -3.0325252e-13     57.10648     57.10648   -97.974127   -97.974127 5.9864928e-14 
       0.173      173    4143.0751   0.31524392 -3.7810864e-13 -3.4574446e-13     57.10648     57.10648   -97.974674   -97.974674 1.8538653e-13 
       0.174      174    4143.0751   0.31431038 -4.9444558e-13 -2.9345737e-13     57.10648     57.10648   -97.975231   -97.975231 4.2493764e-14 
       0.175      175    4143.0751   0.31339202 -6.7386995e-13 -4.8050136e-13     57.10648     57.10648   -97.975776   -97.975776 1.8748889e-13 
       0.176      176    4143.0751   0.31249739 -7.2905758e-13 -5.6523037e-13     57.10648     57.10648   -97.976308   -97.976308 1.0346026e-13 
       0.177      177    4143.0751   0.31155706 -9.3748548e-13 -4.6414306e-13     57.10648     57.10648   -97.976869   -97.976869 2.9539168e-13 
       0.178      178    4143.0751   0.31064138 -1.1811148e-12 -5.8866686e-13     57.10648     57.10648   -97.977417   -97.977417 3.5596945e-13 
       0.179      179    4143.0751   0.30973349 -1.2808222e-12 -7.9512674e-13     57.10648     57.10648   -97.977958   -97.977958 3.7004919e-13 
        0.18      180    4143.0751   0.30880747 -1.3963528e-12 -7.1766084e-13     57.10648     57.10648   -97.978508   -97.978508 3.8965891e-13 
       0.181      181    4143.0751   0.30791128 -9.5293724e-13 -5.6368371e-13     57.10648     57.10648   -97.979041   -97.979041 1.1393872e-13 
       0.182      182    4143.0751   0.30698946 -1.2464953e-12 -1.7703673e-13     57.10648     57.10648   -97.979591   -97.979591 1.8850777e-13 
       0.183      183    4143.0751   0.30605666 -1.3575914e-12 -4.7803868e-13     57.10648     57.10648   -97.980149   -97.980149 8.2199997e-14 
       0.184      184    4143.0751   0.30515115 -1.5406337e-12 -5.7679395e-13     57.10648     57.10648   -97.980688   -97.980688 7.941744e-14 
       0.185      185    4143.0751   0.30424614 -1.0635332e-12 -5.7348383e-13     57.10648     57.10648   -97.981225   -97.981225 -1.4632616e-14 
       0.186      186    4143.0751   0.30332295 -1.285117e-12 -5.604284e-13     57.10648     57.10648   -97.981775   -97.981775 -1.1098561e-14 
       0.187      187    4143.0751   0.30241147 -1.5757423e-12 -6.2078722e-13     57.10648     57.10648    -97.98232    -97.98232 1.7656067e-14 
       0.188      188    4143.0751   0.30150006 -1.7479992e-12 -6.6235417e-13     57.10648     57.10648   -97.982864   -97.982864 2.3645791e-13 
       0.189      189    4143.0751   0.30057507 -1.4966737e-12 -6.1666105e-13     57.10648     57.10648   -97.983414   -97.983414 1.6175108e-13 
        0.19      190    4143.0751   0.29968651 -1.5262587e-12 -5.94777e-13     57.10648     57.10648   -97.983942   -97.983942 9.0713435e-14 
       0.191      191    4143.0751   0.29877019 -1.3914155e-12 -7.5270778e-13     57.10648     57.10648   -97.984488   -97.984488 8.067367e-14 
       0.192      192    4143.0751   0.29784072 -1.5109546e-12 -1.1828261e-12     57.10648     57.10648   -97.985044   -97.985044 -3.6260825e-14 
       0.193      193    4143.0751   0.29694653 -1.0758862e-12 -8.3719409e-13     57.10648     57.10648   -97.985577   -97.985577 2.083946e-13 
       0.194      194    4143.0751   0.29602415 -1.0816088e-12 -2.9696462e-13     57.10648     57.10648   -97.986126   -97.986126 9.5617018e-14 
       0.195      195    4143.0751   0.29511286 -1.2632371e-12 -2.1426665e-13     57.10648     57.10648   -97.986667   -97.986667 3.2901316e-14 
       0.196      196    4143.0751   0.29421027 -1.2417409e-12 -6.3792664e-13     57.10648     57.10648   -97.987205   -97.987205 1.7984662e-13 
       0.197      197    4143.0751   0.29328407 -1.1670195e-12 -5.4232278e-13     57.10648     57.10648   -97.987759   -97.987759 2.2123176e-13 
       0.198      198    4143.0751   0.29236789 -1.3176095e-12 -6.3389678e-13     57.10648     57.10648   -97.988305   -97.988305 2.6360855e-13 
       0.199      199    4143.0751   0.29146704 -1.0447524e-12 -9.1770089e-13     57.10648     57.10648   -97.988841   -97.988841 1.7110108e-13 
         0.2      200    4143.0751    0.2905513 -1.2269177e-12 -7.0732276e-13     57.10648     57.10648   -97.989385   -97.989385 1.0357507e-13 
       0.201      201    4143.0751   0.28962839 -1.7428113e-12 -1.0488489e-12     57.10648     57.10648   -97.989936   -97.989936 1.7714857e-13 
       0.202      202    4143.0751   0.28872745 -1.7899149e-12 -1.1022586e-12     57.10648     57.10648   -97.990474   -97.990474 1.7987952e-13 
       0.203      203    4143.0751   0.28780326 -1.5067009e-12 -7.7849971e-13     57.10648     57.10648   -97.991025   -97.991025 3.2256693e-14 
       0.204      204    4143.0751   0.28689721 -1.5009426e-12 -8.9167186e-13     57.10648     57.10648   -97.991563   -97.991563 1.3357155e-13 
       0.205      205    4143.0751   0.28600362 -1.6328594e-12 -1.1484736e-12     57.10648     57.10648   -97.992095   -97.992095 -3.2297239e-15 
       0.206      206    4143.0751   0.28506899 -1.5546416e-12 -1.2060667e-12     57.10648     57.10648   -97.992653   -97.992653 2.535552e-13 
       0.207      207    4143.0751   0.28416221 -1.6891344e-12 -1.0554719e-12     57.10648     57.10648   -97.993195   -97.993195 9.9396511e-14 
       0.208      208    4143.0751   0.28325544 -1.0650384e-12 -5.701153e-13     57.10648     57.10648   -97.993735   -97.993735 1.5823492e-13 
       0.209      209    4143.0751   0.28233541 -7.9205254e-13 -6.3431508e-13     57.10648     57.10648   -97.994281   -97.994281 2.0285614e-13 
        0.21      210    4143.0751   0.28143254 -9.6718446e-13 -8.3613735e-13     57.10648     57.10648   -97.994819   -97.994819 3.2500435e-13 
       0.211      211    4143.0751   0.28051305 -1.1392216e-12 -7.4312339e-13     57.10648     57.10648   -97.995368   -97.995368 1.387373e-13 
       0.212      212    4143.0751   0.27958501 -9.9823388e-13 -5.9618297e-13     57.10648     57.10648   -97.995922   -97.995922 2.3933251e-13 
       0.213      213    4143.0751   0.27867783 -9.2680162e-13 -6.0172351e-13     57.10648     57.10648   -97.996462   -97.996462 1.6777094e-13 
       0.214      214    4143.0751   0.27777495 -1.0222202e-12 -4.9785036e-13     57.10648     57.10648   -97.996999   -97.996999 3.1815927e-14 
       0.215      215    4143.0751   0.27684579 -1.2421151e-12 -8.2037126e-13     57.10648     57.10648   -97.997552   -97.997552 1.8230551e-13 
       0.216      216    4143.0751   0.27593433 -1.0605617e-12 -1.2734474e-12     57.10648     57.10648   -97.998097   -97.998097 1.5001303e-13 
       0.217      217    4143.0751   0.27502102 -4.5343858e-13 -1.1707702e-12     57.10648     57.10648   -97.998642   -97.998642 -1.3938746e-13 
       0.218      218    4143.0751   0.27409522 -5.6266579e-13 -9.0601486e-13     57.10648     57.10648   -97.999192   -97.999192 -5.4221921e-14 
       0.219      219    4143.0751   0.27320072 -3.8687056e-13 -7.9379542e-13     57.10648     57.10648   -97.999724   -97.999724 -1.5507681e-14 
        0.22      220    4143.0751   0.27227551 -7.0184833e-13 -9.8529675e-13     57.10648     57.10648   -98.000276   -98.000276 -1.7180631e-13 
       0.221      221    4143.0751   0.27134558 -8.3495004e-13 -8.1876064e-13     57.10648     57.10648   -98.000832   -98.000832 -1.4420502e-14 
       0.222      222    4143.0751   0.27043958 -9.3910893e-13 -3.4283506e-13     57.10648     57.10648   -98.001372   -98.001372 -2.0634832e-14 
       0.223      223    4143.0751   0.26951711 -7.9118232e-13 -4.3799122e-14     57.10648     57.10648    -98.00192    -98.00192 1.4089687e-13 
       0.224      224    4143.0751   0.26860243 -8.6111369e-13 -9.6868059e-14     57.10648     57.10648   -98.002464   -98.002464 1.1883383e-13 
       0.225      225    4143.0751   0.26768643 -5.8989611e-13 -3.7866022e-13     57.10648     57.10648   -98.003011   -98.003011 4.6454643e-15 
       0.226      226    4143.0751    0.2667566 -3.3672516e-13 -2.2564024e-13     57.10648     57.10648   -98.003566   -98.003566 -4.3492632e-15 
       0.227      227    4143.0751   0.26583354 -2.3240837e-13 -4.5175674e-13     57.10648     57.10648   -98.004116   -98.004116 2.069522e-14 
       0.228      228    4143.0751   0.26492811 -5.6752029e-13 -6.5232705e-13     57.10648     57.10648   -98.004654   -98.004654 1.1640448e-13 
       0.229      229    4143.0751   0.26400519 -6.8462784e-13 -8.9299968e-13     57.10648     57.10648   -98.005204   -98.005204 3.0931234e-13 
        0.23      230    4143.0751   0.26307739 -3.1359082e-13 -1.0747256e-12     57.10648     57.10648   -98.005757   -98.005757 1.0635868e-13 
       0.231      231    4143.0751   0.26216321 -3.4912237e-13 -1.1314467e-12     57.10648     57.10648   -98.006303   -98.006303 1.2835987e-13 
       0.232      232    4143.0751   0.26122751 -8.6198635e-13 -1.0263211e-12     57.10648     57.10648    -98.00686    -98.00686 -1.6668411e-14 
       0.233      233    4143.0751   0.26031746 -9.955877e-13 -7.2865784e-13     57.10648     57.10648   -98.007401   -98.007401 2.4379817e-13 
       0.234      234    4143.0751   0.25940338 -2.5557214e-13 -9.0258971e-13     57.10648     57.10648   -98.007946   -98.007946 5.615652e-14 
       0.235      235    4143.0751   0.25845942 -5.122738e-14 -9.5968276e-13     57.10648     57.10648    -98.00851    -98.00851 2.1287274e-13 
       0.236      236    4143.0751   0.25754378 -2.5126325e-13 -9.7918727e-13     57.10648     57.10648   -98.009056   -98.009056 2.201486e-13 
       0.237      237    4143.0751   0.25662157 -4.2613193e-13 -1.0379705e-12     57.10648     57.10648   -98.009605   -98.009605 9.8477179e-15 
       0.238      238    4143.0751   0.25569311 -7.4544454e-13 -6.8791915e-13     57.10648     57.10648   -98.010157   -98.010157 1.2721995e-13 
       0.239      239    4143.0751   0.25477369 -8.4483741e-13 -6.0935403e-13     57.10648     57.10648   -98.010705   -98.010705 4.5956122e-14 
        0.24      240    4143.0751   0.25384355 -5.534877e-13 -7.020232e-13     57.10648     57.10648    -98.01126    -98.01126 2.2373798e-13 
       0.241      241    4143.0751   0.25290809 -4.238951e-13 -1.1333643e-12     57.10648     57.10648   -98.011818   -98.011818 5.7688675e-15 
       0.242      242    4143.0751   0.25199044 -3.4656634e-13 -9.6693299e-13     57.10648     57.10648   -98.012364   -98.012364 1.7763717e-13 
       0.243      243    4143.0751   0.25106997 -8.4863416e-13 -7.615309e-13     57.10648     57.10648   -98.012911   -98.012911 7.3513695e-14 
       0.244      244    4143.0751   0.25012673 -6.732147e-13 -8.6050847e-13     57.10648     57.10648   -98.013474   -98.013474 1.2216897e-13 
       0.245      245    4143.0751   0.24920406 -2.0291205e-13 -7.356147e-13     57.10648     57.10648   -98.014025   -98.014025 4.7554507e-14 
       0.246      246    4143.0751   0.24827066 3.949699e-14 -9.5660259e-13     57.10648     57.10648   -98.014581   -98.014581 -1.8118486e-14 
       0.247      247    4143.0751   0.24733764 -4.2601598e-13 -1.1552544e-12     57.10648     57.10648   -98.015136   -98.015136 2.3396566e-13 
       0.248      248    4143.0751   0.24642438 -1.1470431e-12 -5.6104108e-13     57.10648     57.10648   -98.015679   -98.015679 2.7734266e-13 
       0.249      249    4143.0751   0.24547869 -8.3756602e-13 8.2170863e-14     57.10648     57.10648   -98.016244   -98.016244 2.0622911e-13 
        0.25      250    4143.0751   0.24454487 -2.2975757e-13 -6.8960214e-14     57.10648     57.10648   -98.016801   -98.016801 2.7596939e-13 
       0.251      251    4143.0751   0.24362143 3.6162732e-14 -3.2156245e-13     57.10648     57.10648   -98.017351   -98.017351 7.1528817e-14 
       0.252      252    4143.0751   0.24268259 -6.5699705e-13 -2.3501136e-13     57.10648     57.10648   -98.017909   -98.017909 9.5836731e-14 
       0.253      253    4143.0751   0.24175313 -8.6050149e-13 -1.5313029e-13     57.10648     57.10648   -98.018463   -98.018463 1.3759024e-13 
       0.254      254    4143.0751    0.2408215 -5.7556344e-13 -2.4405713e-13     57.10648     57.10648   -98.019019   -98.019019 1.7815236e-15 
       0.255      255    4143.0751   0.23987891 -3.4918777e-13 -4.8729402e-13     57.10648     57.10648   -98.019582   -98.019582 2.3467472e-13 
       0.256      256    4143.0751   0.23894693 -5.7000191e-13 -6.4169653e-13     57.10648     57.10648   -98.020136   -98.020136 2.8736578e-14 
       0.257      257    4143.0751   0.23802623 -1.8933366e-13 -4.8742691e-13     57.10648     57.10648   -98.020684   -98.020684 2.4950492e-13 
       0.258      258    4143.0751   0.23707864 -1.6351698e-13 -2.1568115e-14     57.10648     57.10648   -98.021248   -98.021248 2.8211036e-13 
       0.259      259    4143.0751    0.2361386 -4.4271551e-13 -1.5805217e-13     57.10648     57.10648    -98.02181    -98.02181 3.2066471e-13 
        0.26      260    4143.0751   0.23520704 -2.0401089e-13 -6.1083981e-13     57.10648     57.10648   -98.022366   -98.022366 1.3973372e-13 
       0.261      261    4143.0751   0.23425724 3.4379748e-14 -5.8986518e-13     57.10648     57.10648   -98.022931   -98.022931 3.1447443e-13 
       0.262      262    4143.0751   0.23333392 6.0270596e-14 -1.0356785e-12     57.10648     57.10648    -98.02348    -98.02348 1.0247718e-13 
       0.263      263    4143.0751   0.23239434 -9.0956155e-13 -8.8613456e-13     57.10648     57.10648    -98.02404    -98.02404 1.6066407e-13 
       0.264      264    4143.0751   0.23144173 -1.3212297e-12 -7.4542744e-13     57.10648     57.10648   -98.024609   -98.024609 3.3918639e-13 
       0.265      265    4143.0751   0.23051279 -9.4947057e-13 -1.0797526e-12     57.10648     57.10648   -98.025163   -98.025163 4.2352389e-13 
       0.266      266    4143.0751   0.22957067 -4.7015337e-13 -1.3273277e-12     57.10648     57.10648   -98.025723   -98.025723 2.0558997e-13 
       0.267      267    4143.0751   0.22862754 -4.3474766e-13 -9.4193978e-13     57.10648     57.10648   -98.026284   -98.026284 2.8742905e-13 
       0.268      268    4143.0751   0.22768943 -3.9711521e-13 -8.6205497e-13     57.10648     57.10648   -98.026844   -98.026844 2.8184093e-13 
       0.269      269    4143.0751   0.22674282 -6.4133416e-14 -7.7675297e-13     57.10648     57.10648   -98.027409   -98.027409 3.4593384e-13 
        0.27      270    4143.0751   0.22579538 -4.0202296e-13 -1.0974769e-12     57.10648     57.10648   -98.027973   -98.027973 1.8185931e-13 
       0.271      271    4143.0751   0.22486481 -6.1491832e-13 -1.3496354e-12     57.10648     57.10648   -98.028527   -98.028527 3.583714e-13 
       0.272      272    4143.0751   0.22392091 -3.9113418e-13 -1.5389674e-12     57.10648     57.10648   -98.029089   -98.029089 1.7011174e-13 
       0.273      273    4143.0751   0.22296704 -3.7493866e-13 -1.2918975e-12     57.10648     57.10648   -98.029658   -98.029658 1.4051108e-13 
       0.274      274    4143.0751   0.22203359 -7.1244621e-13 -2.3313257e-13     57.10648     57.10648   -98.030215   -98.030215 2.2182096e-13 
       0.275      275    4143.0751   0.22107835 2.4640213e-15 -7.4751842e-14     57.10648     57.10648   -98.030784   -98.030784 2.3491992e-13 
       0.276      276    4143.0751   0.22013428 7.4713007e-13 -9.338481e-13     57.10648     57.10648   -98.031345   -98.031345 2.8506657e-13 
       0.277      277    4143.0751   0.21919815 6.209161e-13 -1.0541374e-12     57.10648     57.10648   -98.031903   -98.031903 2.0690583e-13 
       0.278      278    4143.0751   0.21823435 -1.8401629e-13 -4.3545584e-13     57.10648     57.10648   -98.032478   -98.032478 2.1069508e-13 
       0.279      279    4143.0751   0.21728884 -2.3260921e-13 -3.7581405e-14     57.10648     57.10648   -98.033042   -98.033042 8.2567759e-14 
        0.28      280    4143.0751   0.21634359 2.6556633e-14 -2.0508633e-13     57.10648     57.10648   -98.033605   -98.033605 2.0086602e-13 
       0.281      281    4143.0751   0.21539158 -2.5940121e-13 -5.3878799e-13     57.10648     57.10648   -98.034171   -98.034171 3.2322974e-13 
       0.282      282    4143.0751   0.21444812 -2.8934743e-13 -3.8676105e-13     57.10648     57.10648   -98.034733   -98.034733 2.9789011e-13 
       0.283      283    4143.0751   0.21349696 -3.4702616e-13 -3.460569e-13     57.10648     57.10648   -98.035301   -98.035301  2.08899e-13 
       0.284      284    4143.0751   0.21253632 -1.2556066e-13 -7.6904317e-13     57.10648     57.10648   -98.035874   -98.035874 4.0096715e-13 
       0.285      285    4143.0751   0.21158996 -6.7191183e-14 -1.1567956e-12     57.10648     57.10648   -98.036437   -98.036437 2.6729121e-13 
       0.286      286    4143.0751   0.21064771 -2.4074512e-13 -8.7819743e-13     57.10648     57.10648   -98.036998   -98.036998 1.0395576e-13 
       0.287      287    4143.0751   0.20968215 -2.5392036e-13 -7.8734147e-13     57.10648     57.10648   -98.037573   -98.037573 2.0321177e-13 
       0.288      288    4143.0751   0.20873364 -1.7662746e-13 -1.0695883e-12     57.10648     57.10648    -98.03814    -98.03814 2.4302766e-13 
       0.289      289    4143.0751   0.20778048 8.6575904e-14 -1.3235998e-12     57.10648     57.10648   -98.038708   -98.038708 2.4105219e-13 
        0.29      290    4143.0751   0.20682114 -5.2718721e-13 -1.2343064e-12     57.10648     57.10648   -98.039279   -98.039279 3.2203799e-13 
       0.291      291    4143.0751   0.20588551 -3.1945624e-13 -1.2804283e-12     57.10648     57.10648   -98.039835   -98.039835 2.3528098e-13 
       0.292      292    4143.0751   0.20492148 2.5938029e-13 -1.422707e-12     57.10648     57.10648    -98.04041    -98.04041 1.0959128e-13 
       0.293      293    4143.0751    0.2039569 1.540531e-13 -8.7685723e-13     57.10648     57.10648   -98.040986   -98.040986 3.4116995e-13 
       0.294      294    4143.0751   0.20300971 -5.4054886e-13 -7.8611901e-13     57.10648     57.10648    -98.04155    -98.04155 1.3666555e-13 
       0.295      295    4143.0751   0.20205246 -5.5302078e-13 -9.3931116e-13     57.10648     57.10648    -98.04212    -98.04212 1.3185803e-13 
       0.296      296    4143.0751   0.20109807 -5.2430337e-13 -1.1511814e-12     57.10648     57.10648   -98.042688   -98.042688 1.4999605e-13 
       0.297      297    4143.0751   0.20014182 -7.8466339e-13 -7.2822014e-13     57.10648     57.10648   -98.043259   -98.043259 1.0903649e-13 
       0.298      298    4143.0751   0.19917544 -7.134883e-13 -1.0899061e-12     57.10648     57.10648   -98.043835   -98.043835 3.0450054e-13 
       0.299      299    4143.0751   0.19821337 -5.0760061e-13 -1.1211841e-12     57.10648     57.10648   -98.044408   -98.044408 3.1999478e-13 
         0.3      300    4143.0751   0.19726786 -7.6784388e-13 -7.1060285e-13     57.10648     57.10648   -98.044971   -98.044971 2.0545606e-13 
       0.301      301    4143.0751   0.19630412 -8.815233e-13 -8.7419225e-13     57.10648     57.10648   -98.045545   -98.045545 1.8924417e-13 
       0.302      302    4143.0751   0.19533978 -8.0546467e-13 -1.1973732e-12     57.10648     57.10648    -98.04612    -98.04612 3.3451283e-13 
       0.303      303    4143.0751   0.19438603 -3.6590954e-13 -1.018239e-12     57.10648     57.10648   -98.046689   -98.046689 2.2121635e-13 
       0.304      304    4143.0751   0.19341585 -3.2300727e-13 -9.5417864e-13     57.10648     57.10648   -98.047267   -98.047267 2.250281e-13 
       0.305      305    4143.0751   0.19246709 -3.7578773e-13 -8.5527724e-13     57.10648     57.10648   -98.047831   -98.047831 2.6768619e-13 
       0.306      306    4143.0751   0.19150781 -3.4573543e-13 -5.5521356e-13     57.10648     57.10648   -98.048403   -98.048403 9.7184276e-14 
       0.307      307    4143.0751   0.19053024 -7.3138588e-13 -6.5468245e-13     57.10648     57.10648   -98.048986   -98.048986 1.9632987e-13 
       0.308      308    4143.0751    0.1895736 -7.2648677e-13 -1.1776245e-12     57.10648     57.10648   -98.049557   -98.049557 2.8794604e-13 
       0.309      309    4143.0751   0.18861006 -3.7636304e-13 -1.4164023e-12     57.10648     57.10648    -98.05013    -98.05013 1.4185215e-13 
        0.31      310    4143.0751    0.1876448 -8.879054e-14 -1.22114e-12     57.10648     57.10648   -98.050704   -98.050704 2.0657871e-13 
       0.311      311    4143.0751   0.18668469 -6.0176378e-13 -8.125706e-13     57.10648     57.10648   -98.051277   -98.051277 2.9845088e-13 
       0.312      312    4143.0751   0.18571686 -6.3593746e-13 -9.4431659e-13     57.10648     57.10648   -98.051855   -98.051855 1.1694424e-13 
       0.313      313    4143.0751   0.18474439 -1.1562293e-13 -9.6323333e-13     57.10648     57.10648   -98.052434   -98.052434 2.1601911e-13 
       0.314      314    4143.0751   0.18378822 -2.3923309e-13 -1.2343921e-12     57.10648     57.10648   -98.053003   -98.053003 3.1717801e-13 
       0.315      315    4143.0751   0.18282817 -7.8566975e-13 -1.4764323e-12     57.10648     57.10648   -98.053574   -98.053574 2.9171148e-13 
       0.316      316    4143.0751   0.18185278 -8.1074109e-13 -1.783781e-12     57.10648     57.10648   -98.054156   -98.054156 1.8420091e-13 
       0.317      317    4143.0751   0.18089184 -6.8962719e-13 -1.7186598e-12     57.10648     57.10648    -98.05473    -98.05473 4.248126e-13 
       0.318      318    4143.0751   0.17991715 -5.7182798e-13 -1.2304911e-12     57.10648     57.10648    -98.05531    -98.05531 4.2647567e-13 
       0.319      319    4143.0751   0.17895043 -9.3069803e-13 -5.1147465e-13     57.10648     57.10648   -98.055885   -98.055885 3.7555589e-13 
        0.32      320    4143.0751   0.17799406 -1.5310838e-12 -1.861084e-13     57.10648     57.10648   -98.056455   -98.056455 1.6941794e-13 
       0.321      321    4143.0751   0.17701259 -1.7024557e-12 2.2172512e-14     57.10648     57.10648   -98.057041   -98.057041 3.5544243e-13 
       0.322      322    4143.0751   0.17604558 -1.6267595e-12 -2.893142e-14     57.10648     57.10648   -98.057618   -98.057618 4.0714187e-13 
       0.323      323    4143.0751   0.17508126 -1.390658e-12 -2.8326192e-13     57.10648     57.10648   -98.058192   -98.058192 2.7962539e-13 
       0.324      324    4143.0751   0.17410863 -1.0554576e-12 -3.3217075e-13     57.10648     57.10648    -98.05877    -98.05877 -8.921587e-15 
       0.325      325    4143.0751   0.17314191 -1.2059596e-12 -5.5895819e-13     57.10648     57.10648   -98.059346   -98.059346 1.5130538e-13 
       0.326      326    4143.0751   0.17216992 -1.188461e-12 -6.3393753e-13     57.10648     57.10648   -98.059926   -98.059926 1.4184006e-13 
       0.327      327    4143.0751   0.17119276 -1.008342e-12 -6.9915583e-13     57.10648     57.10648   -98.060509   -98.060509 2.836004e-13 
       0.328      328    4143.0751   0.17022507 -8.9284806e-13 -9.127893e-13     57.10648     57.10648   -98.061085   -98.061085 1.3266596e-13 
       0.329      329    4143.0751   0.16926145 -1.3975515e-12 -7.6379407e-13     57.10648     57.10648   -98.061659   -98.061659 3.7195634e-13 
        0.33      330    4143.0751   0.16827979 -1.7366267e-12 -1.1652192e-12     57.10648     57.10648   -98.062244   -98.062244 2.9437862e-13 
       0.331      331    4143.0751   0.16731033 -1.5914959e-12 -1.1014904e-12     57.10648     57.10648   -98.062822   -98.062822 1.9157263e-13 
       0.332      332    4143.0751   0.16633918 -1.4254572e-12 -7.6715786e-13     57.10648     57.10648   -98.063401   -98.063401 3.535785e-13 
       0.333      333    4143.0751   0.16535956 -1.5844106e-12 -7.3514212e-13     57.10648     57.10648   -98.063984   -98.063984 1.1799454e-13 
       0.334      334    4143.0751   0.16439841 -1.3257193e-12 -6.3005767e-13     57.10648     57.10648   -98.064556   -98.064556 1.5057921e-13 
       0.335      335    4143.0751   0.16341627 -1.09715e-12 -7.7656536e-13     57.10648     57.10648   -98.065142   -98.065142 4.0060162e-13 
       0.336      336    4143.0751   0.16243621 -1.1944681e-12 -1.2702011e-12     57.10648     57.10648   -98.065727   -98.065727 2.6481043e-13 
       0.337      337    4143.0751   0.16147074 -1.3637861e-12 -1.3468654e-12     57.10648     57.10648   -98.066302   -98.066302 3.1776624e-13 
